county,precinct,office,district,party,candidate,votes,election_night,absentee,provisional
Sarpy,Precinct 55,Springfield Platteview Bd Member,,NON,WRITE-IN,2,0,2,0
Sarpy,Precinct 62,Springfield Platteview Bd Member,,NON,WRITE-IN,11,8,3,0
Sarpy,,Gretna Mayor,,NON,Kip Edmonds,811,622,187,2
Sarpy,Precinct 59,Gretna Mayor,,NON,Kip Edmonds,418,318,99,1
Sarpy,Precinct 60,Gretna Mayor,,NON,Kip Edmonds,393,304,88,1
Sarpy,,Gretna Mayor,,NON,Jim Timmerman,1194,838,344,12
Sarpy,Precinct 59,Gretna Mayor,,NON,Jim Timmerman,627,424,197,6
Sarpy,Precinct 60,Gretna Mayor,,NON,Jim Timmerman,567,414,147,6
Sarpy,,Gretna Mayor,,NON,WRITE-IN,14,12,2,0
Sarpy,Precinct 59,Gretna Mayor,,NON,WRITE-IN,5,5,0,0
Sarpy,Precinct 60,Gretna Mayor,,NON,WRITE-IN,9,7,2,0
Sarpy,,La Vista Mayor,,NON,Douglas Kindig,4645,3084,1512,49
Sarpy,Precinct 31,La Vista Mayor,,NON,Douglas Kindig,756,484,268,4
Sarpy,Precinct 32,La Vista Mayor,,NON,Douglas Kindig,828,533,286,9
Sarpy,Precinct 33,La Vista Mayor,,NON,Douglas Kindig,937,592,330,15
Sarpy,Precinct 34,La Vista Mayor,,NON,Douglas Kindig,957,666,278,13
Sarpy,Precinct 35,La Vista Mayor,,NON,Douglas Kindig,1008,717,286,5
Sarpy,Precinct 57,La Vista Mayor,,NON,Douglas Kindig,0,0,0,0
Sarpy,Precinct 62,La Vista Mayor,,NON,Douglas Kindig,159,92,64,3
Sarpy,,La Vista Mayor,,NON,Klaus Lindner,1321,894,409,18
Sarpy,Precinct 31,La Vista Mayor,,NON,Klaus Lindner,164,114,47,3
Sarpy,Precinct 32,La Vista Mayor,,NON,Klaus Lindner,229,157,70,2
Sarpy,Precinct 33,La Vista Mayor,,NON,Klaus Lindner,252,180,69,3
Sarpy,Precinct 34,La Vista Mayor,,NON,Klaus Lindner,373,251,116,6
Sarpy,Precinct 35,La Vista Mayor,,NON,Klaus Lindner,261,164,93,4
Sarpy,Precinct 57,La Vista Mayor,,NON,Klaus Lindner,0,0,0,0
Sarpy,Precinct 62,La Vista Mayor,,NON,Klaus Lindner,42,28,14,0
Sarpy,,La Vista Mayor,,NON,WRITE-IN,30,13,17,0
Sarpy,Precinct 31,La Vista Mayor,,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 32,La Vista Mayor,,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 33,La Vista Mayor,,NON,WRITE-IN,7,3,4,0
Sarpy,Precinct 34,La Vista Mayor,,NON,WRITE-IN,11,4,7,0
Sarpy,Precinct 35,La Vista Mayor,,NON,WRITE-IN,7,3,4,0
Sarpy,Precinct 57,La Vista Mayor,,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 62,La Vista Mayor,,NON,WRITE-IN,1,1,0,0
Sarpy,,Bellevue Council,1,NON,Scott Houghtaling,1871,1375,457,39
Sarpy,Precinct 2,Bellevue Council,1,NON,Scott Houghtaling,415,293,112,10
Sarpy,Precinct 7,Bellevue Council,1,NON,Scott Houghtaling,512,361,143,8
Sarpy,Precinct 9,Bellevue Council,1,NON,Scott Houghtaling,570,425,136,9
Sarpy,Precinct 10,Bellevue Council,1,NON,Scott Houghtaling,374,296,66,12
Sarpy,,Bellevue Council,1,NON,Steven A. Carmichael,1593,1155,404,34
Sarpy,Precinct 2,Bellevue Council,1,NON,Steven A. Carmichael,412,303,105,4
Sarpy,Precinct 7,Bellevue Council,1,NON,Steven A. Carmichael,436,310,121,5
Sarpy,Precinct 9,Bellevue Council,1,NON,Steven A. Carmichael,391,276,100,15
Sarpy,Precinct 10,Bellevue Council,1,NON,Steven A. Carmichael,354,266,78,10
Sarpy,,Bellevue Council,1,NON,WRITE-IN,20,13,7,0
Sarpy,Precinct 2,Bellevue Council,1,NON,WRITE-IN,3,2,1,0
Sarpy,Precinct 7,Bellevue Council,1,NON,WRITE-IN,10,8,2,0
Sarpy,Precinct 9,Bellevue Council,1,NON,WRITE-IN,4,2,2,0
Sarpy,Precinct 10,Bellevue Council,1,NON,WRITE-IN,3,1,2,0
Sarpy,,Bellevue Council,3,NON,Paul Cook,1855,1177,657,21
Sarpy,Precinct 8,Bellevue Council,3,NON,Paul Cook,149,99,48,2
Sarpy,Precinct 11,Bellevue Council,3,NON,Paul Cook,380,240,136,4
Sarpy,Precinct 19,Bellevue Council,3,NON,Paul Cook,121,62,59,0
Sarpy,Precinct 21,Bellevue Council,3,NON,Paul Cook,311,191,116,4
Sarpy,Precinct 22,Bellevue Council,3,NON,Paul Cook,159,96,60,3
Sarpy,Precinct 24,Bellevue Council,3,NON,Paul Cook,178,121,53,4
Sarpy,Precinct 25,Bellevue Council,3,NON,Paul Cook,279,182,94,3
Sarpy,Precinct 26,Bellevue Council,3,NON,Paul Cook,278,186,91,1
Sarpy,,Bellevue Council,3,NON,Lisa Swanson,1816,1125,659,32
Sarpy,Precinct 8,Bellevue Council,3,NON,Lisa Swanson,118,74,39,5
Sarpy,Precinct 11,Bellevue Council,3,NON,Lisa Swanson,307,197,104,6
Sarpy,Precinct 19,Bellevue Council,3,NON,Lisa Swanson,76,49,26,1
Sarpy,Precinct 21,Bellevue Council,3,NON,Lisa Swanson,309,168,139,2
Sarpy,Precinct 22,Bellevue Council,3,NON,Lisa Swanson,214,148,62,4
Sarpy,Precinct 24,Bellevue Council,3,NON,Lisa Swanson,206,126,75,5
Sarpy,Precinct 25,Bellevue Council,3,NON,Lisa Swanson,297,175,118,4
Sarpy,Precinct 26,Bellevue Council,3,NON,Lisa Swanson,289,188,96,5
Sarpy,,Bellevue Council,3,NON,WRITE-IN,19,12,7,0
Sarpy,Precinct 8,Bellevue Council,3,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 11,Bellevue Council,3,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 19,Bellevue Council,3,NON,WRITE-IN,1,1,0,0
Sarpy,Precinct 21,Bellevue Council,3,NON,WRITE-IN,3,3,0,0
Sarpy,Precinct 22,Bellevue Council,3,NON,WRITE-IN,2,2,0,0
Sarpy,Precinct 24,Bellevue Council,3,NON,WRITE-IN,5,2,3,0
Sarpy,Precinct 25,Bellevue Council,3,NON,WRITE-IN,4,2,2,0
Sarpy,Precinct 26,Bellevue Council,3,NON,WRITE-IN,2,1,1,0
Sarpy,,Bellevue Council,5,NON,Don Preister,1985,1266,702,17
Sarpy,Precinct 16,Bellevue Council,5,NON,Don Preister,685,436,244,5
Sarpy,Precinct 17,Bellevue Council,5,NON,Don Preister,681,437,238,6
Sarpy,Precinct 18,Bellevue Council,5,NON,Don Preister,487,324,160,3
Sarpy,Precinct 19,Bellevue Council,5,NON,Don Preister,132,69,60,3
Sarpy,,Bellevue Council,5,NON,Andy Mahoney,1474,1086,375,13
Sarpy,Precinct 16,Bellevue Council,5,NON,Andy Mahoney,542,415,122,5
Sarpy,Precinct 17,Bellevue Council,5,NON,Andy Mahoney,498,363,131,4
Sarpy,Precinct 18,Bellevue Council,5,NON,Andy Mahoney,339,244,92,3
Sarpy,Precinct 19,Bellevue Council,5,NON,Andy Mahoney,95,64,30,1
Sarpy,,Bellevue Council,5,NON,WRITE-IN,22,14,5,3
Sarpy,Precinct 16,Bellevue Council,5,NON,WRITE-IN,7,4,3,0
Sarpy,Precinct 17,Bellevue Council,5,NON,WRITE-IN,8,7,0,1
Sarpy,Precinct 18,Bellevue Council,5,NON,WRITE-IN,6,2,2,2
Sarpy,Precinct 19,Bellevue Council,5,NON,WRITE-IN,1,1,0,0
Sarpy,,Bellevue Council At-Lg,,NON,Carol Blood,9526,6216,3147,163
Sarpy,Precinct 1,Bellevue Council At-Lg,,NON,Carol Blood,362,256,99,7
Sarpy,Precinct 2,Bellevue Council At-Lg,,NON,Carol Blood,355,234,115,6
Sarpy,Precinct 3,Bellevue Council At-Lg,,NON,Carol Blood,457,272,167,18
Sarpy,Precinct 4,Bellevue Council At-Lg,,NON,Carol Blood,477,337,135,5
Sarpy,Precinct 5,Bellevue Council At-Lg,,NON,Carol Blood,451,261,185,5
Sarpy,Precinct 6,Bellevue Council At-Lg,,NON,Carol Blood,569,365,186,18
Sarpy,Precinct 7,Bellevue Council At-Lg,,NON,Carol Blood,482,330,143,9
Sarpy,Precinct 8,Bellevue Council At-Lg,,NON,Carol Blood,139,86,46,7
Sarpy,Precinct 9,Bellevue Council At-Lg,,NON,Carol Blood,559,398,146,15
Sarpy,Precinct 10,Bellevue Council At-Lg,,NON,Carol Blood,405,309,83,13
Sarpy,Precinct 11,Bellevue Council At-Lg,,NON,Carol Blood,352,244,103,5
Sarpy,Precinct 13,Bellevue Council At-Lg,,NON,Carol Blood,667,413,247,7
Sarpy,Precinct 16,Bellevue Council At-Lg,,NON,Carol Blood,716,466,246,4
Sarpy,Precinct 17,Bellevue Council At-Lg,,NON,Carol Blood,650,415,231,4
Sarpy,Precinct 18,Bellevue Council At-Lg,,NON,Carol Blood,469,315,147,7
Sarpy,Precinct 19,Bellevue Council At-Lg,,NON,Carol Blood,232,137,93,2
Sarpy,Precinct 20,Bellevue Council At-Lg,,NON,Carol Blood,329,226,98,5
Sarpy,Precinct 21,Bellevue Council At-Lg,,NON,Carol Blood,360,205,150,5
Sarpy,Precinct 22,Bellevue Council At-Lg,,NON,Carol Blood,632,412,213,7
Sarpy,Precinct 24,Bellevue Council At-Lg,,NON,Carol Blood,211,137,69,5
Sarpy,Precinct 25,Bellevue Council At-Lg,,NON,Carol Blood,311,184,125,2
Sarpy,Precinct 26,Bellevue Council At-Lg,,NON,Carol Blood,341,214,120,7
Sarpy,,Bellevue Council At-Lg,,NON,Bill Richards,9166,6256,2781,129
Sarpy,Precinct 1,Bellevue Council At-Lg,,NON,Bill Richards,288,213,73,2
Sarpy,Precinct 2,Bellevue Council At-Lg,,NON,Bill Richards,492,378,106,8
Sarpy,Precinct 3,Bellevue Council At-Lg,,NON,Bill Richards,465,294,164,7
Sarpy,Precinct 4,Bellevue Council At-Lg,,NON,Bill Richards,628,467,157,4
Sarpy,Precinct 5,Bellevue Council At-Lg,,NON,Bill Richards,479,298,176,5
Sarpy,Precinct 6,Bellevue Council At-Lg,,NON,Bill Richards,585,396,181,8
Sarpy,Precinct 7,Bellevue Council At-Lg,,NON,Bill Richards,535,388,140,7
Sarpy,Precinct 8,Bellevue Council At-Lg,,NON,Bill Richards,144,100,43,1
Sarpy,Precinct 9,Bellevue Council At-Lg,,NON,Bill Richards,455,326,118,11
Sarpy,Precinct 10,Bellevue Council At-Lg,,NON,Bill Richards,360,274,76,10
Sarpy,Precinct 11,Bellevue Council At-Lg,,NON,Bill Richards,402,238,157,7
Sarpy,Precinct 13,Bellevue Council At-Lg,,NON,Bill Richards,850,540,299,11
Sarpy,Precinct 16,Bellevue Council At-Lg,,NON,Bill Richards,495,371,120,4
Sarpy,Precinct 17,Bellevue Council At-Lg,,NON,Bill Richards,502,357,138,7
Sarpy,Precinct 18,Bellevue Council At-Lg,,NON,Bill Richards,381,266,113,2
Sarpy,Precinct 19,Bellevue Council At-Lg,,NON,Bill Richards,199,114,81,4
Sarpy,Precinct 20,Bellevue Council At-Lg,,NON,Bill Richards,317,214,95,8
Sarpy,Precinct 21,Bellevue Council At-Lg,,NON,Bill Richards,304,183,119,2
Sarpy,Precinct 22,Bellevue Council At-Lg,,NON,Bill Richards,540,350,178,12
Sarpy,Precinct 24,Bellevue Council At-Lg,,NON,Bill Richards,193,126,63,4
Sarpy,Precinct 25,Bellevue Council At-Lg,,NON,Bill Richards,296,189,102,5
Sarpy,Precinct 26,Bellevue Council At-Lg,,NON,Bill Richards,256,174,82,0
Sarpy,,Bellevue Council At-Lg,,NON,WRITE-IN,103,72,26,5
Sarpy,Precinct 1,Bellevue Council At-Lg,,NON,WRITE-IN,11,10,1,0
Sarpy,Precinct 2,Bellevue Council At-Lg,,NON,WRITE-IN,5,4,1,0
Sarpy,Precinct 3,Bellevue Council At-Lg,,NON,WRITE-IN,9,7,1,1
Sarpy,Precinct 4,Bellevue Council At-Lg,,NON,WRITE-IN,5,3,1,1
Sarpy,Precinct 5,Bellevue Council At-Lg,,NON,WRITE-IN,4,2,2,0
Sarpy,Precinct 6,Bellevue Council At-Lg,,NON,WRITE-IN,9,4,4,1
Sarpy,Precinct 7,Bellevue Council At-Lg,,NON,WRITE-IN,5,4,1,0
Sarpy,Precinct 8,Bellevue Council At-Lg,,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 9,Bellevue Council At-Lg,,NON,WRITE-IN,2,2,0,0
Sarpy,Precinct 10,Bellevue Council At-Lg,,NON,WRITE-IN,4,3,1,0
Sarpy,Precinct 11,Bellevue Council At-Lg,,NON,WRITE-IN,3,2,1,0
Sarpy,Precinct 13,Bellevue Council At-Lg,,NON,WRITE-IN,3,3,0,0
Sarpy,Precinct 16,Bellevue Council At-Lg,,NON,WRITE-IN,6,4,2,0
Sarpy,Precinct 17,Bellevue Council At-Lg,,NON,WRITE-IN,9,5,3,1
Sarpy,Precinct 18,Bellevue Council At-Lg,,NON,WRITE-IN,5,2,2,1
Sarpy,Precinct 19,Bellevue Council At-Lg,,NON,WRITE-IN,3,3,0,0
Sarpy,Precinct 20,Bellevue Council At-Lg,,NON,WRITE-IN,3,3,0,0
Sarpy,Precinct 21,Bellevue Council At-Lg,,NON,WRITE-IN,3,3,0,0
Sarpy,Precinct 22,Bellevue Council At-Lg,,NON,WRITE-IN,7,6,1,0
Sarpy,Precinct 24,Bellevue Council At-Lg,,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 25,Bellevue Council At-Lg,,NON,WRITE-IN,3,1,2,0
Sarpy,Precinct 26,Bellevue Council At-Lg,,NON,WRITE-IN,2,0,2,0
Sarpy,,Gretna Council,1,NON,Douglas A. Clark,813,599,206,8
Sarpy,Precinct 60,Gretna Council,1,NON,Douglas A. Clark,813,599,206,8
Sarpy,,Gretna Council,1,NON,WRITE-IN,14,13,1,0
Sarpy,Precinct 60,Gretna Council,1,NON,WRITE-IN,14,13,1,0
Sarpy,,Gretna Council,2,NON,Jeff Wollenburg,584,397,180,7
Sarpy,Precinct 59,Gretna Council,2,NON,Jeff Wollenburg,584,397,180,7
Sarpy,,Gretna Council,2,NON,Brandon Kinnan,317,240,76,1
Sarpy,Precinct 59,Gretna Council,2,NON,Brandon Kinnan,317,240,76,1
Sarpy,,Gretna Council,2,NON,WRITE-IN,5,5,0,0
Sarpy,Precinct 59,Gretna Council,2,NON,WRITE-IN,5,5,0,0
Sarpy,,La Vista Council,1,NON,Mark Groulx,287,173,109,5
Sarpy,Precinct 34,La Vista Council,1,NON,Mark Groulx,60,36,22,2
Sarpy,Precinct 35,La Vista Council,1,NON,Mark Groulx,227,137,87,3
Sarpy,,La Vista Council,1,NON,Mike Crawford,856,591,261,4
Sarpy,Precinct 34,La Vista Council,1,NON,Mike Crawford,219,152,66,1
Sarpy,Precinct 35,La Vista Council,1,NON,Mike Crawford,637,439,195,3
Sarpy,,La Vista Council,1,NON,WRITE-IN,10,6,4,0
Sarpy,Precinct 34,La Vista Council,1,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 35,La Vista Council,1,NON,WRITE-IN,8,5,3,0
Sarpy,,La Vista Council,2,NON,Ron Sheehan,1165,784,368,13
Sarpy,Precinct 32,La Vista Council,2,NON,Ron Sheehan,357,230,125,2
Sarpy,Precinct 34,La Vista Council,2,NON,Ron Sheehan,808,554,243,11
Sarpy,,La Vista Council,2,NON,WRITE-IN,16,10,6,0
Sarpy,Precinct 32,La Vista Council,2,NON,WRITE-IN,5,2,3,0
Sarpy,Precinct 34,La Vista Council,2,NON,WRITE-IN,11,8,3,0
Sarpy,,La Vista Council,3,NON,Debra L. Hale-Ellerbeck,1065,700,348,17
Sarpy,Precinct 32,La Vista Council,3,NON,Debra L. Hale-Ellerbeck,442,277,158,7
Sarpy,Precinct 33,La Vista Council,3,NON,Debra L. Hale-Ellerbeck,513,339,165,9
Sarpy,Precinct 35,La Vista Council,3,NON,Debra L. Hale-Ellerbeck,110,84,25,1
Sarpy,,La Vista Council,3,NON,WRITE-IN,15,9,4,2
Sarpy,Precinct 32,La Vista Council,3,NON,WRITE-IN,4,3,1,0
Sarpy,Precinct 33,La Vista Council,3,NON,WRITE-IN,6,3,1,2
Sarpy,Precinct 35,La Vista Council,3,NON,WRITE-IN,5,3,2,0
Sarpy,,La Vista Council,4,NON,Anthony J. Gowan,791,474,310,7
Sarpy,Precinct 31,La Vista Council,4,NON,Anthony J. Gowan,394,232,159,3
Sarpy,Precinct 33,La Vista Council,4,NON,Anthony J. Gowan,330,203,124,3
Sarpy,Precinct 57,La Vista Council,4,NON,Anthony J. Gowan,0,0,0,0
Sarpy,Precinct 62,La Vista Council,4,NON,Anthony J. Gowan,67,39,27,1
Sarpy,,La Vista Council,4,NON,Randy Eshelman,670,437,229,4
Sarpy,Precinct 31,La Vista Council,4,NON,Randy Eshelman,415,289,125,1
Sarpy,Precinct 33,La Vista Council,4,NON,Randy Eshelman,145,82,62,1
Sarpy,Precinct 57,La Vista Council,4,NON,Randy Eshelman,0,0,0,0
Sarpy,Precinct 62,La Vista Council,4,NON,Randy Eshelman,110,66,42,2
Sarpy,,La Vista Council,4,NON,WRITE-IN,8,7,1,0
Sarpy,Precinct 31,La Vista Council,4,NON,WRITE-IN,5,4,1,0
Sarpy,Precinct 33,La Vista Council,4,NON,WRITE-IN,2,2,0,0
Sarpy,Precinct 57,La Vista Council,4,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 62,La Vista Council,4,NON,WRITE-IN,1,1,0,0
Sarpy,,Papillion Council,1,NON,Greg Kelly,734,446,285,3
Sarpy,Precinct 37,Papillion Council,1,NON,Greg Kelly,211,125,86,0
Sarpy,Precinct 38,Papillion Council,1,NON,Greg Kelly,421,259,159,3
Sarpy,Precinct 40,Papillion Council,1,NON,Greg Kelly,102,62,40,0
Sarpy,,Papillion Council,1,NON,Jim Glover,1447,953,485,9
Sarpy,Precinct 37,Papillion Council,1,NON,Jim Glover,468,292,172,4
Sarpy,Precinct 38,Papillion Council,1,NON,Jim Glover,790,521,264,5
Sarpy,Precinct 40,Papillion Council,1,NON,Jim Glover,189,140,49,0
Sarpy,,Papillion Council,1,NON,WRITE-IN,9,5,4,0
Sarpy,Precinct 37,Papillion Council,1,NON,WRITE-IN,4,4,0,0
Sarpy,Precinct 38,Papillion Council,1,NON,WRITE-IN,4,1,3,0
Sarpy,Precinct 40,Papillion Council,1,NON,WRITE-IN,1,0,1,0
Sarpy,,Papillion Council,2,NON,Jason L. Gaines,935,578,341,16
Sarpy,Precinct 40,Papillion Council,2,NON,Jason L. Gaines,209,122,82,5
Sarpy,Precinct 42,Papillion Council,2,NON,Jason L. Gaines,726,456,259,11
Sarpy,,Papillion Council,2,NON,Brian Liesveld,720,395,317,8
Sarpy,Precinct 40,Papillion Council,2,NON,Brian Liesveld,165,106,57,2
Sarpy,Precinct 42,Papillion Council,2,NON,Brian Liesveld,555,289,260,6
Sarpy,,Papillion Council,2,NON,WRITE-IN,14,7,6,1
Sarpy,Precinct 40,Papillion Council,2,NON,WRITE-IN,3,2,1,0
Sarpy,Precinct 42,Papillion Council,2,NON,WRITE-IN,11,5,5,1
Sarpy,,Papillion Council,3,NON,Lu Ann Kluch,1140,691,432,17
Sarpy,Precinct 23,Papillion Council,3,NON,Lu Ann Kluch,270,147,116,7
Sarpy,Precinct 39,Papillion Council,3,NON,Lu Ann Kluch,636,401,226,9
Sarpy,Precinct 48,Papillion Council,3,NON,Lu Ann Kluch,1,1,0,0
Sarpy,Precinct 49,Papillion Council,3,NON,Lu Ann Kluch,191,117,73,1
Sarpy,Precinct 62,Papillion Council,3,NON,Lu Ann Kluch,42,25,17,0
Sarpy,,Papillion Council,3,NON,Dan Elder,872,546,315,11
Sarpy,Precinct 23,Papillion Council,3,NON,Dan Elder,232,128,100,4
Sarpy,Precinct 39,Papillion Council,3,NON,Dan Elder,463,317,140,6
Sarpy,Precinct 48,Papillion Council,3,NON,Dan Elder,1,1,0,0
Sarpy,Precinct 49,Papillion Council,3,NON,Dan Elder,140,80,59,1
Sarpy,Precinct 62,Papillion Council,3,NON,Dan Elder,36,20,16,0
Sarpy,,Papillion Council,3,NON,WRITE-IN,5,3,2,0
Sarpy,Precinct 23,Papillion Council,3,NON,WRITE-IN,1,1,0,0
Sarpy,Precinct 39,Papillion Council,3,NON,WRITE-IN,3,2,1,0
Sarpy,Precinct 48,Papillion Council,3,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 49,Papillion Council,3,NON,WRITE-IN,1,0,1,0
Sarpy,Precinct 62,Papillion Council,3,NON,WRITE-IN,0,0,0,0
Sarpy,,Papillion Council,4,NON,Bob Stubbe,1926,1188,733,5
Sarpy,Precinct 36,Papillion Council,4,NON,Bob Stubbe,1026,643,379,4
Sarpy,Precinct 37,Papillion Council,4,NON,Bob Stubbe,253,165,88,0
Sarpy,Precinct 39,Papillion Council,4,NON,Bob Stubbe,228,119,109,0
Sarpy,Precinct 40,Papillion Council,4,NON,Bob Stubbe,419,261,157,1
Sarpy,,Papillion Council,4,NON,WRITE-IN,30,20,10,0
Sarpy,Precinct 36,Papillion Council,4,NON,WRITE-IN,16,9,7,0
Sarpy,Precinct 37,Papillion Council,4,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 39,Papillion Council,4,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 40,Papillion Council,4,NON,WRITE-IN,12,10,2,0
Sarpy,,Springfield Council,,NON,Robert A. Roseland,461,368,92,1
Sarpy,Precinct 47,Springfield Council,,NON,Robert A. Roseland,461,368,92,1
Sarpy,,Springfield Council,,NON,Daniel Craney,477,379,97,1
Sarpy,Precinct 47,Springfield Council,,NON,Daniel Craney,477,379,97,1
Sarpy,,Springfield Council,,NON,WRITE-IN,18,13,5,0
Sarpy,Precinct 47,Springfield Council,,NON,WRITE-IN,18,13,5,0
Sarpy,,Papillion-La Vista School Bond,,NON,FOR,14717,9238,5303,176
Sarpy,Precinct 19,Papillion-La Vista School Bond,,NON,FOR,660,349,301,10
Sarpy,Precinct 21,Papillion-La Vista School Bond,,NON,FOR,639,356,277,6
Sarpy,Precinct 22,Papillion-La Vista School Bond,,NON,FOR,380,252,120,8
Sarpy,Precinct 23,Papillion-La Vista School Bond,,NON,FOR,775,427,322,26
Sarpy,Precinct 31,Papillion-La Vista School Bond,,NON,FOR,1304,867,418,19
Sarpy,Precinct 32,Papillion-La Vista School Bond,,NON,FOR,598,404,188,6
Sarpy,Precinct 33,Papillion-La Vista School Bond,,NON,FOR,737,491,236,10
Sarpy,Precinct 34,Papillion-La Vista School Bond,,NON,FOR,733,539,181,13
Sarpy,Precinct 35,Papillion-La Vista School Bond,,NON,FOR,738,514,216,8
Sarpy,Precinct 36,Papillion-La Vista School Bond,,NON,FOR,794,494,296,4
Sarpy,Precinct 37,Papillion-La Vista School Bond,,NON,FOR,1007,637,363,7
Sarpy,Precinct 38,Papillion-La Vista School Bond,,NON,FOR,882,582,296,4
Sarpy,Precinct 39,Papillion-La Vista School Bond,,NON,FOR,910,563,340,7
Sarpy,Precinct 40,Papillion-La Vista School Bond,,NON,FOR,791,511,272,8
Sarpy,Precinct 41,Papillion-La Vista School Bond,,NON,FOR,917,589,321,7
Sarpy,Precinct 42,Papillion-La Vista School Bond,,NON,FOR,970,573,383,14
Sarpy,Precinct 48,Papillion-La Vista School Bond,,NON,FOR,367,172,191,4
Sarpy,Precinct 49,Papillion-La Vista School Bond,,NON,FOR,1164,700,454,10
Sarpy,Precinct 57,Papillion-La Vista School Bond,,NON,FOR,0,0,0,0
Sarpy,Precinct 62,Papillion-La Vista School Bond,,NON,FOR,351,218,128,5
Sarpy,,Papillion-La Vista School Bond,,NON,AGAINST,9799,5843,3872,84
Sarpy,Precinct 19,Papillion-La Vista School Bond,,NON,AGAINST,491,263,225,3
Sarpy,Precinct 21,Papillion-La Vista School Bond,,NON,AGAINST,743,412,327,4
Sarpy,Precinct 22,Papillion-La Vista School Bond,,NON,AGAINST,371,242,125,4
Sarpy,Precinct 23,Papillion-La Vista School Bond,,NON,AGAINST,469,232,231,6
Sarpy,Precinct 31,Papillion-La Vista School Bond,,NON,AGAINST,750,493,253,4
Sarpy,Precinct 32,Papillion-La Vista School Bond,,NON,AGAINST,480,301,175,4
Sarpy,Precinct 33,Papillion-La Vista School Bond,,NON,AGAINST,500,319,174,7
Sarpy,Precinct 34,Papillion-La Vista School Bond,,NON,AGAINST,638,405,227,6
Sarpy,Precinct 35,Papillion-La Vista School Bond,,NON,AGAINST,583,402,178,3
Sarpy,Precinct 36,Papillion-La Vista School Bond,,NON,AGAINST,518,311,206,1
Sarpy,Precinct 37,Papillion-La Vista School Bond,,NON,AGAINST,655,390,262,3
Sarpy,Precinct 38,Papillion-La Vista School Bond,,NON,AGAINST,508,310,194,4
Sarpy,Precinct 39,Papillion-La Vista School Bond,,NON,AGAINST,541,346,187,8
Sarpy,Precinct 40,Papillion-La Vista School Bond,,NON,AGAINST,559,333,224,2
Sarpy,Precinct 41,Papillion-La Vista School Bond,,NON,AGAINST,618,306,304,8
Sarpy,Precinct 42,Papillion-La Vista School Bond,,NON,AGAINST,543,302,232,9
Sarpy,Precinct 48,Papillion-La Vista School Bond,,NON,AGAINST,150,71,79,0
Sarpy,Precinct 49,Papillion-La Vista School Bond,,NON,AGAINST,511,301,205,5
Sarpy,Precinct 57,Papillion-La Vista School Bond,,NON,AGAINST,0,0,0,0
Sarpy,Precinct 62,Papillion-La Vista School Bond,,NON,AGAINST,171,104,64,3
Sarpy,,City of Bellevue Proposition No. 1,,NON,Yes,5282,3365,1842,75
Sarpy,Precinct 1,City of Bellevue Proposition No. 1,,NON,Yes,135,101,32,2
Sarpy,Precinct 2,City of Bellevue Proposition No. 1,,NON,Yes,247,169,74,4
Sarpy,Precinct 3,City of Bellevue Proposition No. 1,,NON,Yes,240,160,78,2
Sarpy,Precinct 4,City of Bellevue Proposition No. 1,,NON,Yes,325,234,89,2
Sarpy,Precinct 5,City of Bellevue Proposition No. 1,,NON,Yes,305,173,127,5
Sarpy,Precinct 6,City of Bellevue Proposition No. 1,,NON,Yes,366,235,123,8
Sarpy,Precinct 7,City of Bellevue Proposition No. 1,,NON,Yes,273,169,101,3
Sarpy,Precinct 8,City of Bellevue Proposition No. 1,,NON,Yes,77,46,30,1
Sarpy,Precinct 9,City of Bellevue Proposition No. 1,,NON,Yes,261,179,79,3
Sarpy,Precinct 10,City of Bellevue Proposition No. 1,,NON,Yes,216,155,53,8
Sarpy,Precinct 11,City of Bellevue Proposition No. 1,,NON,Yes,193,128,63,2
Sarpy,Precinct 13,City of Bellevue Proposition No. 1,,NON,Yes,516,303,209,4
Sarpy,Precinct 16,City of Bellevue Proposition No. 1,,NON,Yes,279,180,96,3
Sarpy,Precinct 17,City of Bellevue Proposition No. 1,,NON,Yes,253,160,92,1
Sarpy,Precinct 18,City of Bellevue Proposition No. 1,,NON,Yes,203,143,56,4
Sarpy,Precinct 19,City of Bellevue Proposition No. 1,,NON,Yes,113,59,52,2
Sarpy,Precinct 20,City of Bellevue Proposition No. 1,,NON,Yes,201,126,71,4
Sarpy,Precinct 21,City of Bellevue Proposition No. 1,,NON,Yes,188,94,92,2
Sarpy,Precinct 22,City of Bellevue Proposition No. 1,,NON,Yes,349,224,116,9
Sarpy,Precinct 24,City of Bellevue Proposition No. 1,,NON,Yes,149,99,50,0
Sarpy,Precinct 25,City of Bellevue Proposition No. 1,,NON,Yes,201,119,79,3
