county,precinct,office,district,party,candidate,votes,election_night,absentee,provisional
Sarpy,Precinct 9,BPS Bd Member,,NON,Phil Davidson,286,202,77,7
Sarpy,Precinct 10,BPS Bd Member,,NON,Phil Davidson,175,137,34,4
Sarpy,Precinct 11,BPS Bd Member,,NON,Phil Davidson,418,259,154,5
Sarpy,Precinct 12,BPS Bd Member,,NON,Phil Davidson,236,174,60,2
Sarpy,Precinct 13,BPS Bd Member,,NON,Phil Davidson,455,267,183,5
Sarpy,Precinct 20,BPS Bd Member,,NON,Phil Davidson,108,64,42,2
Sarpy,Precinct 21,BPS Bd Member,,NON,Phil Davidson,130,81,48,1
Sarpy,Precinct 22,BPS Bd Member,,NON,Phil Davidson,170,114,55,1
Sarpy,Precinct 24,BPS Bd Member,,NON,Phil Davidson,257,168,83,6
Sarpy,Precinct 25,BPS Bd Member,,NON,Phil Davidson,230,152,73,5
Sarpy,Precinct 26,BPS Bd Member,,NON,Phil Davidson,351,229,122,0
Sarpy,,BPS Bd Member,,NON,WRITE-IN,199,128,66,5
Sarpy,Precinct 2,BPS Bd Member,,NON,WRITE-IN,5,3,2,0
Sarpy,Precinct 3,BPS Bd Member,,NON,WRITE-IN,15,9,5,1
Sarpy,Precinct 4,BPS Bd Member,,NON,WRITE-IN,17,9,5,3
Sarpy,Precinct 5,BPS Bd Member,,NON,WRITE-IN,11,6,5,0
Sarpy,Precinct 6,BPS Bd Member,,NON,WRITE-IN,12,9,3,0
Sarpy,Precinct 7,BPS Bd Member,,NON,WRITE-IN,25,16,8,1
Sarpy,Precinct 8,BPS Bd Member,,NON,WRITE-IN,7,4,3,0
Sarpy,Precinct 9,BPS Bd Member,,NON,WRITE-IN,13,10,3,0
Sarpy,Precinct 10,BPS Bd Member,,NON,WRITE-IN,3,2,1,0
Sarpy,Precinct 11,BPS Bd Member,,NON,WRITE-IN,6,0,6,0
Sarpy,Precinct 12,BPS Bd Member,,NON,WRITE-IN,11,11,0,0
Sarpy,Precinct 13,BPS Bd Member,,NON,WRITE-IN,17,15,2,0
Sarpy,Precinct 20,BPS Bd Member,,NON,WRITE-IN,4,2,2,0
Sarpy,Precinct 21,BPS Bd Member,,NON,WRITE-IN,1,1,0,0
Sarpy,Precinct 22,BPS Bd Member,,NON,WRITE-IN,4,2,2,0
Sarpy,Precinct 24,BPS Bd Member,,NON,WRITE-IN,11,4,7,0
Sarpy,Precinct 25,BPS Bd Member,,NON,WRITE-IN,28,18,10,0
Sarpy,Precinct 26,BPS Bd Member,,NON,WRITE-IN,9,7,2,0
Sarpy,,Gretna School,37 Member,NON,Ronald Johns,4267,2658,1575,34
Sarpy,Precinct 46,Gretna School,37 Member,NON,Ronald Johns,269,158,111,0
Sarpy,Precinct 51,Gretna School,37 Member,NON,Ronald Johns,325,175,148,2
Sarpy,Precinct 52,Gretna School,37 Member,NON,Ronald Johns,665,385,275,5
Sarpy,Precinct 55,Gretna School,37 Member,NON,Ronald Johns,98,51,46,1
Sarpy,Precinct 58,Gretna School,37 Member,NON,Ronald Johns,514,346,162,6
Sarpy,Precinct 59,Gretna School,37 Member,NON,Ronald Johns,686,498,185,3
Sarpy,Precinct 60,Gretna School,37 Member,NON,Ronald Johns,620,442,173,5
Sarpy,Precinct 61,Gretna School,37 Member,NON,Ronald Johns,1090,603,475,12
Sarpy,,Gretna School,37 Member,NON,Dawn M. Stock,4294,2792,1461,41
Sarpy,Precinct 46,Gretna School,37 Member,NON,Dawn M. Stock,234,142,92,0
Sarpy,Precinct 51,Gretna School,37 Member,NON,Dawn M. Stock,317,181,132,4
Sarpy,Precinct 52,Gretna School,37 Member,NON,Dawn M. Stock,730,465,259,6
Sarpy,Precinct 55,Gretna School,37 Member,NON,Dawn M. Stock,102,62,39,1
Sarpy,Precinct 58,Gretna School,37 Member,NON,Dawn M. Stock,514,360,150,4
Sarpy,Precinct 59,Gretna School,37 Member,NON,Dawn M. Stock,664,490,170,4
Sarpy,Precinct 60,Gretna School,37 Member,NON,Dawn M. Stock,629,459,163,7
Sarpy,Precinct 61,Gretna School,37 Member,NON,Dawn M. Stock,1104,633,456,15
Sarpy,,Gretna School,37 Member,NON,Rick Hollendieck,4654,2968,1651,35
Sarpy,Precinct 46,Gretna School,37 Member,NON,Rick Hollendieck,265,155,110,0
Sarpy,Precinct 51,Gretna School,37 Member,NON,Rick Hollendieck,374,215,157,2
Sarpy,Precinct 52,Gretna School,37 Member,NON,Rick Hollendieck,720,434,280,6
Sarpy,Precinct 55,Gretna School,37 Member,NON,Rick Hollendieck,122,68,53,1
Sarpy,Precinct 58,Gretna School,37 Member,NON,Rick Hollendieck,562,393,166,3
Sarpy,Precinct 59,Gretna School,37 Member,NON,Rick Hollendieck,740,541,192,7
Sarpy,Precinct 60,Gretna School,37 Member,NON,Rick Hollendieck,667,489,173,5
Sarpy,Precinct 61,Gretna School,37 Member,NON,Rick Hollendieck,1204,673,520,11
Sarpy,,Gretna School,37 Member,NON,WRITE-IN,118,96,22,0
Sarpy,Precinct 46,Gretna School,37 Member,NON,WRITE-IN,3,2,1,0
Sarpy,Precinct 51,Gretna School,37 Member,NON,WRITE-IN,11,4,7,0
Sarpy,Precinct 52,Gretna School,37 Member,NON,WRITE-IN,12,9,3,0
Sarpy,Precinct 55,Gretna School,37 Member,NON,WRITE-IN,1,0,1,0
Sarpy,Precinct 58,Gretna School,37 Member,NON,WRITE-IN,19,19,0,0
Sarpy,Precinct 59,Gretna School,37 Member,NON,WRITE-IN,19,18,1,0
Sarpy,Precinct 60,Gretna School,37 Member,NON,WRITE-IN,25,22,3,0
Sarpy,Precinct 61,Gretna School,37 Member,NON,WRITE-IN,28,22,6,0
Sarpy,,Louisville School Bd,32,NON,John Winkler,1,1,0,0
Sarpy,Precinct 46,Louisville School Bd,32,NON,John Winkler,1,1,0,0
Sarpy,,Louisville School Bd,32,NON,Kim Stohlmann-Roecker,4,4,0,0
Sarpy,Precinct 46,Louisville School Bd,32,NON,Kim Stohlmann-Roecker,4,4,0,0
Sarpy,,Louisville School Bd,32,NON,Margaret M. Minchow,1,1,0,0
Sarpy,Precinct 46,Louisville School Bd,32,NON,Margaret M. Minchow,1,1,0,0
Sarpy,,Louisville School Bd,32,NON,Travis J. Klein,1,1,0,0
Sarpy,Precinct 46,Louisville School Bd,32,NON,Travis J. Klein,1,1,0,0
Sarpy,,Louisville School Bd,32,NON,Robert Derby,5,5,0,0
Sarpy,Precinct 46,Louisville School Bd,32,NON,Robert Derby,5,5,0,0
Sarpy,,Louisville School Bd,32,NON,Sue Laughlin,5,5,0,0
Sarpy,Precinct 46,Louisville School Bd,32,NON,Sue Laughlin,5,5,0,0
Sarpy,,Louisville School Bd,32,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 46,Louisville School Bd,32,NON,WRITE-IN,0,0,0,0
Sarpy,,MPS Bd,17,NON,Todd P. Clarke,2740,1777,945,18
Sarpy,Precinct 51,MPS Bd,17,NON,Todd P. Clarke,370,254,115,1
Sarpy,Precinct 52,MPS Bd,17,NON,Todd P. Clarke,180,122,56,2
Sarpy,Precinct 53,MPS Bd,17,NON,Todd P. Clarke,469,255,212,2
Sarpy,Precinct 54,MPS Bd,17,NON,Todd P. Clarke,492,292,197,3
Sarpy,Precinct 55,MPS Bd,17,NON,Todd P. Clarke,422,274,141,7
Sarpy,Precinct 56,MPS Bd,17,NON,Todd P. Clarke,413,297,114,2
Sarpy,Precinct 57,MPS Bd,17,NON,Todd P. Clarke,394,283,110,1
Sarpy,,MPS Bd,17,NON,Linda Poole,5048,3323,1689,36
Sarpy,Precinct 51,MPS Bd,17,NON,Linda Poole,612,423,183,6
Sarpy,Precinct 52,MPS Bd,17,NON,Linda Poole,312,215,92,5
Sarpy,Precinct 53,MPS Bd,17,NON,Linda Poole,899,512,378,9
Sarpy,Precinct 54,MPS Bd,17,NON,Linda Poole,1030,627,398,5
Sarpy,Precinct 55,MPS Bd,17,NON,Linda Poole,739,508,223,8
Sarpy,Precinct 56,MPS Bd,17,NON,Linda Poole,757,529,225,3
Sarpy,Precinct 57,MPS Bd,17,NON,Linda Poole,699,509,190,0
Sarpy,,MPS Bd,17,NON,Terry Dale,2267,1534,711,22
Sarpy,Precinct 51,MPS Bd,17,NON,Terry Dale,229,158,70,1
Sarpy,Precinct 52,MPS Bd,17,NON,Terry Dale,124,87,29,8
Sarpy,Precinct 53,MPS Bd,17,NON,Terry Dale,467,281,179,7
Sarpy,Precinct 54,MPS Bd,17,NON,Terry Dale,466,302,161,3
Sarpy,Precinct 55,MPS Bd,17,NON,Terry Dale,357,247,108,2
Sarpy,Precinct 56,MPS Bd,17,NON,Terry Dale,323,235,87,1
Sarpy,Precinct 57,MPS Bd,17,NON,Terry Dale,301,224,77,0
Sarpy,,MPS Bd,17,NON,Mike Pate,3159,2022,1120,17
Sarpy,Precinct 51,MPS Bd,17,NON,Mike Pate,382,255,125,2
Sarpy,Precinct 52,MPS Bd,17,NON,Mike Pate,180,116,62,2
Sarpy,Precinct 53,MPS Bd,17,NON,Mike Pate,486,264,219,3
Sarpy,Precinct 54,MPS Bd,17,NON,Mike Pate,676,396,276,4
Sarpy,Precinct 55,MPS Bd,17,NON,Mike Pate,439,291,144,4
Sarpy,Precinct 56,MPS Bd,17,NON,Mike Pate,532,374,157,1
Sarpy,Precinct 57,MPS Bd,17,NON,Mike Pate,464,326,137,1
Sarpy,,MPS Bd,17,NON,Paul Meyer,2792,1827,947,18
Sarpy,Precinct 51,MPS Bd,17,NON,Paul Meyer,342,230,110,2
Sarpy,Precinct 52,MPS Bd,17,NON,Paul Meyer,145,98,44,3
Sarpy,Precinct 53,MPS Bd,17,NON,Paul Meyer,524,299,223,2
Sarpy,Precinct 54,MPS Bd,17,NON,Paul Meyer,556,359,193,4
Sarpy,Precinct 55,MPS Bd,17,NON,Paul Meyer,385,253,128,4
Sarpy,Precinct 56,MPS Bd,17,NON,Paul Meyer,476,333,140,3
Sarpy,Precinct 57,MPS Bd,17,NON,Paul Meyer,364,255,109,0
Sarpy,,MPS Bd,17,NON,WRITE-IN,82,58,21,3
Sarpy,Precinct 51,MPS Bd,17,NON,WRITE-IN,8,7,1,0
Sarpy,Precinct 52,MPS Bd,17,NON,WRITE-IN,12,6,6,0
Sarpy,Precinct 53,MPS Bd,17,NON,WRITE-IN,15,10,2,3
Sarpy,Precinct 54,MPS Bd,17,NON,WRITE-IN,13,8,5,0
Sarpy,Precinct 55,MPS Bd,17,NON,WRITE-IN,16,10,6,0
Sarpy,Precinct 56,MPS Bd,17,NON,WRITE-IN,6,5,1,0
Sarpy,Precinct 57,MPS Bd,17,NON,WRITE-IN,12,12,0,0
Sarpy,,OPS,6 Member,NON,Mary L. Morrissey,1270,894,360,16
Sarpy,Precinct 1,OPS,6 Member,NON,Mary L. Morrissey,551,393,146,12
Sarpy,Precinct 4,OPS,6 Member,NON,Mary L. Morrissey,19,15,4,0
Sarpy,Precinct 13,OPS,6 Member,NON,Mary L. Morrissey,5,3,2,0
Sarpy,Precinct 18,OPS,6 Member,NON,Mary L. Morrissey,695,483,208,4
Sarpy,,OPS,6 Member,NON,WRITE-IN,36,24,10,2
Sarpy,Precinct 1,OPS,6 Member,NON,WRITE-IN,18,15,3,0
Sarpy,Precinct 4,OPS,6 Member,NON,WRITE-IN,2,0,2,0
Sarpy,Precinct 13,OPS,6 Member,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 18,OPS,6 Member,NON,WRITE-IN,16,9,5,2
Sarpy,,PLS,27 Member,NON,Valerie L. Fisher,12834,7692,5007,135
Sarpy,Precinct 19,PLS,27 Member,NON,Valerie L. Fisher,632,321,305,6
Sarpy,Precinct 21,PLS,27 Member,NON,Valerie L. Fisher,755,417,331,7
Sarpy,Precinct 22,PLS,27 Member,NON,Valerie L. Fisher,440,285,148,7
Sarpy,Precinct 23,PLS,27 Member,NON,Valerie L. Fisher,663,341,299,23
Sarpy,Precinct 31,PLS,27 Member,NON,Valerie L. Fisher,958,625,326,7
Sarpy,Precinct 32,PLS,27 Member,NON,Valerie L. Fisher,567,362,200,5
Sarpy,Precinct 33,PLS,27 Member,NON,Valerie L. Fisher,674,428,236,10
Sarpy,Precinct 34,PLS,27 Member,NON,Valerie L. Fisher,733,488,238,7
Sarpy,Precinct 35,PLS,27 Member,NON,Valerie L. Fisher,646,431,210,5
Sarpy,Precinct 36,PLS,27 Member,NON,Valerie L. Fisher,707,425,281,1
Sarpy,Precinct 37,PLS,27 Member,NON,Valerie L. Fisher,790,486,298,6
Sarpy,Precinct 38,PLS,27 Member,NON,Valerie L. Fisher,743,473,264,6
Sarpy,Precinct 39,PLS,27 Member,NON,Valerie L. Fisher,796,470,316,10
Sarpy,Precinct 40,PLS,27 Member,NON,Valerie L. Fisher,715,446,264,5
Sarpy,Precinct 41,PLS,27 Member,NON,Valerie L. Fisher,793,441,344,8
Sarpy,Precinct 42,PLS,27 Member,NON,Valerie L. Fisher,844,478,355,11
Sarpy,Precinct 48,PLS,27 Member,NON,Valerie L. Fisher,271,129,141,1
Sarpy,Precinct 49,PLS,27 Member,NON,Valerie L. Fisher,860,498,357,5
Sarpy,Precinct 57,PLS,27 Member,NON,Valerie L. Fisher,0,0,0,0
Sarpy,Precinct 62,PLS,27 Member,NON,Valerie L. Fisher,247,148,94,5
Sarpy,,PLS,27 Member,NON,Bill Gess,10939,6560,4286,93
Sarpy,Precinct 19,PLS,27 Member,NON,Bill Gess,586,303,276,7
Sarpy,Precinct 21,PLS,27 Member,NON,Bill Gess,613,321,288,4
Sarpy,Precinct 22,PLS,27 Member,NON,Bill Gess,284,185,96,3
Sarpy,Precinct 23,PLS,27 Member,NON,Bill Gess,524,283,225,16
Sarpy,Precinct 31,PLS,27 Member,NON,Bill Gess,706,445,253,8
Sarpy,Precinct 32,PLS,27 Member,NON,Bill Gess,390,239,148,3
Sarpy,Precinct 33,PLS,27 Member,NON,Bill Gess,516,317,192,7
Sarpy,Precinct 34,PLS,27 Member,NON,Bill Gess,510,347,156,7
Sarpy,Precinct 35,PLS,27 Member,NON,Bill Gess,446,319,125,2
Sarpy,Precinct 36,PLS,27 Member,NON,Bill Gess,731,445,283,3
Sarpy,Precinct 37,PLS,27 Member,NON,Bill Gess,736,452,281,3
Sarpy,Precinct 38,PLS,27 Member,NON,Bill Gess,703,448,253,2
Sarpy,Precinct 39,PLS,27 Member,NON,Bill Gess,789,504,280,5
Sarpy,Precinct 40,PLS,27 Member,NON,Bill Gess,690,435,252,3
Sarpy,Precinct 41,PLS,27 Member,NON,Bill Gess,741,420,315,6
Sarpy,Precinct 42,PLS,27 Member,NON,Bill Gess,747,422,323,2
Sarpy,Precinct 48,PLS,27 Member,NON,Bill Gess,275,120,153,2
Sarpy,Precinct 49,PLS,27 Member,NON,Bill Gess,766,448,313,5
Sarpy,Precinct 57,PLS,27 Member,NON,Bill Gess,0,0,0,0
Sarpy,Precinct 62,PLS,27 Member,NON,Bill Gess,186,107,74,5
Sarpy,,PLS,27 Member,NON,Ralph G. Healey Jr.,6289,3651,2579,59
Sarpy,Precinct 19,PLS,27 Member,NON,Ralph G. Healey Jr.,274,141,131,2
Sarpy,Precinct 21,PLS,27 Member,NON,Ralph G. Healey Jr.,336,172,159,5
Sarpy,Precinct 22,PLS,27 Member,NON,Ralph G. Healey Jr.,214,141,71,2
Sarpy,Precinct 23,PLS,27 Member,NON,Ralph G. Healey Jr.,331,164,162,5
Sarpy,Precinct 31,PLS,27 Member,NON,Ralph G. Healey Jr.,504,313,191,0
Sarpy,Precinct 32,PLS,27 Member,NON,Ralph G. Healey Jr.,317,197,118,2
Sarpy,Precinct 33,PLS,27 Member,NON,Ralph G. Healey Jr.,335,188,145,2
Sarpy,Precinct 34,PLS,27 Member,NON,Ralph G. Healey Jr.,442,294,143,5
Sarpy,Precinct 35,PLS,27 Member,NON,Ralph G. Healey Jr.,369,238,130,1
Sarpy,Precinct 36,PLS,27 Member,NON,Ralph G. Healey Jr.,302,190,110,2
Sarpy,Precinct 37,PLS,27 Member,NON,Ralph G. Healey Jr.,456,259,192,5
Sarpy,Precinct 38,PLS,27 Member,NON,Ralph G. Healey Jr.,351,223,125,3
Sarpy,Precinct 39,PLS,27 Member,NON,Ralph G. Healey Jr.,354,200,151,3
Sarpy,Precinct 40,PLS,27 Member,NON,Ralph G. Healey Jr.,396,243,150,3
Sarpy,Precinct 41,PLS,27 Member,NON,Ralph G. Healey Jr.,336,179,153,4
Sarpy,Precinct 42,PLS,27 Member,NON,Ralph G. Healey Jr.,372,190,176,6
Sarpy,Precinct 48,PLS,27 Member,NON,Ralph G. Healey Jr.,117,50,67,0
Sarpy,Precinct 49,PLS,27 Member,NON,Ralph G. Healey Jr.,371,204,161,6
Sarpy,Precinct 57,PLS,27 Member,NON,Ralph G. Healey Jr.,0,0,0,0
Sarpy,Precinct 62,PLS,27 Member,NON,Ralph G. Healey Jr.,112,65,44,3
Sarpy,,PLS,27 Member,NON,Jeremy Kinsey,10927,6833,3986,108
Sarpy,Precinct 19,PLS,27 Member,NON,Jeremy Kinsey,438,225,208,5
Sarpy,Precinct 21,PLS,27 Member,NON,Jeremy Kinsey,497,294,199,4
Sarpy,Precinct 22,PLS,27 Member,NON,Jeremy Kinsey,267,170,91,6
Sarpy,Precinct 23,PLS,27 Member,NON,Jeremy Kinsey,492,261,216,15
Sarpy,Precinct 31,PLS,27 Member,NON,Jeremy Kinsey,1140,759,371,10
Sarpy,Precinct 32,PLS,27 Member,NON,Jeremy Kinsey,513,345,165,3
Sarpy,Precinct 33,PLS,27 Member,NON,Jeremy Kinsey,612,390,212,10
Sarpy,Precinct 34,PLS,27 Member,NON,Jeremy Kinsey,653,455,192,6
Sarpy,Precinct 35,PLS,27 Member,NON,Jeremy Kinsey,575,402,170,3
Sarpy,Precinct 36,PLS,27 Member,NON,Jeremy Kinsey,621,390,225,6
Sarpy,Precinct 37,PLS,27 Member,NON,Jeremy Kinsey,707,432,270,5
Sarpy,Precinct 38,PLS,27 Member,NON,Jeremy Kinsey,619,405,208,6
Sarpy,Precinct 39,PLS,27 Member,NON,Jeremy Kinsey,579,364,210,5
Sarpy,Precinct 40,PLS,27 Member,NON,Jeremy Kinsey,553,341,207,5
Sarpy,Precinct 41,PLS,27 Member,NON,Jeremy Kinsey,729,440,283,6
Sarpy,Precinct 42,PLS,27 Member,NON,Jeremy Kinsey,650,393,251,6
Sarpy,Precinct 48,PLS,27 Member,NON,Jeremy Kinsey,264,132,131,1
Sarpy,Precinct 49,PLS,27 Member,NON,Jeremy Kinsey,794,500,290,4
Sarpy,Precinct 57,PLS,27 Member,NON,Jeremy Kinsey,0,0,0,0
Sarpy,Precinct 62,PLS,27 Member,NON,Jeremy Kinsey,224,135,87,2
Sarpy,,PLS,27 Member,NON,Eric Dernovish,5062,2974,2047,41
Sarpy,Precinct 19,PLS,27 Member,NON,Eric Dernovish,279,141,133,5
Sarpy,Precinct 21,PLS,27 Member,NON,Eric Dernovish,282,145,137,0
Sarpy,Precinct 22,PLS,27 Member,NON,Eric Dernovish,176,104,72,0
Sarpy,Precinct 23,PLS,27 Member,NON,Eric Dernovish,260,139,118,3
Sarpy,Precinct 31,PLS,27 Member,NON,Eric Dernovish,356,244,107,5
Sarpy,Precinct 32,PLS,27 Member,NON,Eric Dernovish,256,170,86,0
Sarpy,Precinct 33,PLS,27 Member,NON,Eric Dernovish,235,141,93,1
Sarpy,Precinct 34,PLS,27 Member,NON,Eric Dernovish,293,191,99,3
Sarpy,Precinct 35,PLS,27 Member,NON,Eric Dernovish,237,157,80,0
Sarpy,Precinct 36,PLS,27 Member,NON,Eric Dernovish,257,154,101,2
Sarpy,Precinct 37,PLS,27 Member,NON,Eric Dernovish,394,211,181,2
Sarpy,Precinct 38,PLS,27 Member,NON,Eric Dernovish,267,168,97,2
Sarpy,Precinct 39,PLS,27 Member,NON,Eric Dernovish,283,165,115,3
Sarpy,Precinct 40,PLS,27 Member,NON,Eric Dernovish,262,170,91,1
Sarpy,Precinct 41,PLS,27 Member,NON,Eric Dernovish,305,179,124,2
Sarpy,Precinct 42,PLS,27 Member,NON,Eric Dernovish,388,214,167,7
Sarpy,Precinct 48,PLS,27 Member,NON,Eric Dernovish,92,39,53,0
Sarpy,Precinct 49,PLS,27 Member,NON,Eric Dernovish,321,175,142,4
Sarpy,Precinct 57,PLS,27 Member,NON,Eric Dernovish,0,0,0,0
Sarpy,Precinct 62,PLS,27 Member,NON,Eric Dernovish,119,67,51,1
Sarpy,,PLS,27 Member,NON,WRITE-IN,309,204,100,5
Sarpy,Precinct 19,PLS,27 Member,NON,WRITE-IN,17,5,12,0
Sarpy,Precinct 21,PLS,27 Member,NON,WRITE-IN,14,11,3,0
Sarpy,Precinct 22,PLS,27 Member,NON,WRITE-IN,10,9,1,0
Sarpy,Precinct 23,PLS,27 Member,NON,WRITE-IN,11,10,1,0
Sarpy,Precinct 31,PLS,27 Member,NON,WRITE-IN,29,22,7,0
Sarpy,Precinct 32,PLS,27 Member,NON,WRITE-IN,2,1,0,1
Sarpy,Precinct 33,PLS,27 Member,NON,WRITE-IN,7,7,0,0
Sarpy,Precinct 34,PLS,27 Member,NON,WRITE-IN,23,15,8,0
Sarpy,Precinct 35,PLS,27 Member,NON,WRITE-IN,26,13,13,0
Sarpy,Precinct 36,PLS,27 Member,NON,WRITE-IN,13,8,5,0
Sarpy,Precinct 37,PLS,27 Member,NON,WRITE-IN,22,20,2,0
Sarpy,Precinct 38,PLS,27 Member,NON,WRITE-IN,15,8,6,1
Sarpy,Precinct 39,PLS,27 Member,NON,WRITE-IN,14,12,2,0
Sarpy,Precinct 40,PLS,27 Member,NON,WRITE-IN,31,22,9,0
Sarpy,Precinct 41,PLS,27 Member,NON,WRITE-IN,22,15,7,0
Sarpy,Precinct 42,PLS,27 Member,NON,WRITE-IN,23,10,10,3
Sarpy,Precinct 48,PLS,27 Member,NON,WRITE-IN,9,3,6,0
Sarpy,Precinct 49,PLS,27 Member,NON,WRITE-IN,17,9,8,0
Sarpy,Precinct 57,PLS,27 Member,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 62,PLS,27 Member,NON,WRITE-IN,4,4,0,0
Sarpy,,Springfield Platteview Bd Member,,NON,Nick Stolzer,1741,1199,537,5
Sarpy,Precinct 11,Springfield Platteview Bd Member,,NON,Nick Stolzer,38,21,16,1
Sarpy,Precinct 12,Springfield Platteview Bd Member,,NON,Nick Stolzer,217,156,61,0
Sarpy,Precinct 21,Springfield Platteview Bd Member,,NON,Nick Stolzer,12,1,11,0
Sarpy,Precinct 23,Springfield Platteview Bd Member,,NON,Nick Stolzer,62,27,34,1
Sarpy,Precinct 24,Springfield Platteview Bd Member,,NON,Nick Stolzer,5,3,2,0
Sarpy,Precinct 46,Springfield Platteview Bd Member,,NON,Nick Stolzer,298,227,70,1
Sarpy,Precinct 47,Springfield Platteview Bd Member,,NON,Nick Stolzer,339,269,70,0
Sarpy,Precinct 48,Springfield Platteview Bd Member,,NON,Nick Stolzer,432,277,154,1
Sarpy,Precinct 49,Springfield Platteview Bd Member,,NON,Nick Stolzer,0,0,0,0
Sarpy,Precinct 55,Springfield Platteview Bd Member,,NON,Nick Stolzer,77,41,35,1
Sarpy,Precinct 62,Springfield Platteview Bd Member,,NON,Nick Stolzer,261,177,84,0
Sarpy,,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,1782,1170,608,4
Sarpy,Precinct 11,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,55,30,24,1
Sarpy,Precinct 12,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,239,162,77,0
Sarpy,Precinct 21,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,13,2,11,0
Sarpy,Precinct 23,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,63,37,26,0
Sarpy,Precinct 24,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,5,3,2,0
Sarpy,Precinct 46,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,295,213,81,1
Sarpy,Precinct 47,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,335,261,73,1
Sarpy,Precinct 48,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,453,265,187,1
Sarpy,Precinct 49,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,4,1,3,0
Sarpy,Precinct 55,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,78,35,43,0
Sarpy,Precinct 62,Springfield Platteview Bd Member,,NON,Brenda J. Sherman,242,161,81,0
Sarpy,,Springfield Platteview Bd Member,,NON,Lori A. Bartels,2030,1337,688,5
Sarpy,Precinct 11,Springfield Platteview Bd Member,,NON,Lori A. Bartels,68,34,33,1
Sarpy,Precinct 12,Springfield Platteview Bd Member,,NON,Lori A. Bartels,277,191,85,1
Sarpy,Precinct 21,Springfield Platteview Bd Member,,NON,Lori A. Bartels,14,3,11,0
Sarpy,Precinct 23,Springfield Platteview Bd Member,,NON,Lori A. Bartels,75,40,35,0
Sarpy,Precinct 24,Springfield Platteview Bd Member,,NON,Lori A. Bartels,5,2,3,0
Sarpy,Precinct 46,Springfield Platteview Bd Member,,NON,Lori A. Bartels,332,239,93,0
Sarpy,Precinct 47,Springfield Platteview Bd Member,,NON,Lori A. Bartels,408,315,92,1
Sarpy,Precinct 48,Springfield Platteview Bd Member,,NON,Lori A. Bartels,522,310,211,1
Sarpy,Precinct 49,Springfield Platteview Bd Member,,NON,Lori A. Bartels,5,2,3,0
Sarpy,Precinct 55,Springfield Platteview Bd Member,,NON,Lori A. Bartels,97,47,49,1
Sarpy,Precinct 62,Springfield Platteview Bd Member,,NON,Lori A. Bartels,227,154,73,0
Sarpy,,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,1903,1299,599,5
Sarpy,Precinct 11,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,65,38,27,0
Sarpy,Precinct 12,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,238,169,69,0
Sarpy,Precinct 21,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,14,4,10,0
Sarpy,Precinct 23,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,76,37,39,0
Sarpy,Precinct 24,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,5,4,1,0
Sarpy,Precinct 46,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,326,231,94,1
Sarpy,Precinct 47,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,370,301,69,0
Sarpy,Precinct 48,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,519,308,209,2
Sarpy,Precinct 49,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,2,0,2,0
Sarpy,Precinct 55,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,49,21,27,1
Sarpy,Precinct 62,Springfield Platteview Bd Member,,NON,Robert A. Icenogle,239,186,52,1
Sarpy,,Springfield Platteview Bd Member,,NON,WRITE-IN,51,35,16,0
Sarpy,Precinct 11,Springfield Platteview Bd Member,,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 12,Springfield Platteview Bd Member,,NON,WRITE-IN,6,3,3,0
Sarpy,Precinct 21,Springfield Platteview Bd Member,,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 23,Springfield Platteview Bd Member,,NON,WRITE-IN,3,3,0,0
Sarpy,Precinct 24,Springfield Platteview Bd Member,,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 46,Springfield Platteview Bd Member,,NON,WRITE-IN,12,7,5,0
Sarpy,Precinct 47,Springfield Platteview Bd Member,,NON,WRITE-IN,8,8,0,0
Sarpy,Precinct 48,Springfield Platteview Bd Member,,NON,WRITE-IN,9,6,3,0
Sarpy,Precinct 49,Springfield Platteview Bd Member,,NON,WRITE-IN,0,0,0,0
